-3.247584152221679688e+01,-4.087578582763671875e+01,-5.825236892700195312e+01,-4.269631958007812500e+01,-4.559018707275390625e+01,-4.649070358276367188e+01,-5.263790130615234375e+01,-6.168069839477539062e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.900978851318359375e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.945671081542968750e+01,-5.679603576660156250e+01,-6.185311889648437500e+01,-5.879341506958007812e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.702928543090820312e+01,-5.336843490600585938e+01,-6.185311889648437500e+01,-4.431033325195312500e+01,-4.033819198608398438e+01,-5.670003890991210938e+01,-6.066419219970703125e+01,-5.313378906250000000e+01,-6.177510833740234375e+01,-5.237395858764648438e+01,-5.324656677246093750e+01,-5.780782699584960938e+01,-4.497272872924804688e+01,-4.029615402221679688e+01,-4.772932434082031250e+01,-6.185311889648437500e+01,-5.953109741210937500e+01,-5.542991638183593750e+01,-6.185311889648437500e+01,-5.605026245117187500e+01,-4.910737609863281250e+01,-4.982501983642578125e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.594462585449218750e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.056231689453125000e+01,-4.895298385620117188e+01,-3.798794937133789062e+01,-3.618051528930664062e+01,-4.448146057128906250e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.059863662719726562e+01,-5.292156600952148438e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.704029846191406250e+01,-6.185311889648437500e+01,-4.487336730957031250e+01,-4.631937408447265625e+01,-5.373128890991210938e+01,-4.860713577270507812e+01,-5.135774230957031250e+01,-6.113141632080078125e+01,-5.848819351196289062e+01,-5.560313415527343750e+01,-5.544140625000000000e+01,-6.185311889648437500e+01,-6.035373687744140625e+01,-6.161413192749023438e+01,-5.142333984375000000e+01
-3.228100204467773438e+01,-4.127514648437500000e+01,-6.185311889648437500e+01,-4.265301132202148438e+01,-4.574787521362304688e+01,-4.708726501464843750e+01,-5.210011291503906250e+01,-6.030247116088867188e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.816361999511718750e+01,-6.185311889648437500e+01,-6.154910659790039062e+01,-6.031439971923828125e+01,-5.683132171630859375e+01,-6.185311889648437500e+01,-5.870846176147460938e+01,-6.157147216796875000e+01,-6.185311889648437500e+01,-5.725691223144531250e+01,-5.298977661132812500e+01,-6.009822845458984375e+01,-4.380616760253906250e+01,-4.031076431274414062e+01,-5.496408843994140625e+01,-6.156089019775390625e+01,-5.312701416015625000e+01,-5.828520965576171875e+01,-5.236302185058593750e+01,-5.367601013183593750e+01,-5.726688385009765625e+01,-4.469004821777343750e+01,-4.035659408569335938e+01,-4.791043853759765625e+01,-6.185311889648437500e+01,-5.930833816528320312e+01,-5.562973022460937500e+01,-6.185311889648437500e+01,-5.577268600463867188e+01,-4.933895874023437500e+01,-4.977809524536132812e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.585372924804687500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.182266235351562500e+01,-4.893833541870117188e+01,-3.824720764160156250e+01,-3.626740264892578125e+01,-4.434415817260742188e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.058174133300781250e+01,-5.253855133056640625e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.758386611938476562e+01,-5.831930541992187500e+01,-4.467044067382812500e+01,-4.660329818725585938e+01,-5.403997802734375000e+01,-4.889617156982421875e+01,-5.114137649536132812e+01,-5.943630599975585938e+01,-5.925226211547851562e+01,-5.559097671508789062e+01,-5.530414962768554688e+01,-6.185311889648437500e+01,-6.041515731811523438e+01,-6.035501480102539062e+01,-5.110731124877929688e+01
-3.173036956787109375e+01,-4.259375762939453125e+01,-6.185311889648437500e+01,-4.287324523925781250e+01,-4.590402603149414062e+01,-4.919696807861328125e+01,-5.044836044311523438e+01,-5.772212219238281250e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.609635925292968750e+01,-6.185311889648437500e+01,-6.042308425903320312e+01,-6.185311889648437500e+01,-5.701140594482421875e+01,-6.185311889648437500e+01,-5.866418457031250000e+01,-6.049057388305664062e+01,-6.185311889648437500e+01,-5.749356079101562500e+01,-5.219213485717773438e+01,-5.539153671264648438e+01,-4.261296844482421875e+01,-4.021554946899414062e+01,-5.242362213134765625e+01,-6.185311889648437500e+01,-5.307561874389648438e+01,-5.421493530273437500e+01,-5.242992782592773438e+01,-5.506294250488281250e+01,-5.621649169921875000e+01,-4.405236053466796875e+01,-4.053276062011718750e+01,-4.841199493408203125e+01,-6.185311889648437500e+01,-5.860435104370117188e+01,-5.638153457641601562e+01,-6.021726989746093750e+01,-5.522245788574218750e+01,-5.003982543945312500e+01,-4.968695831298828125e+01,-5.995204162597656250e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.562634277343750000e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-4.889533615112304688e+01,-3.903763580322265625e+01,-3.650666809082031250e+01,-4.405422210693359375e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.060104751586914062e+01,-5.164413070678710938e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.888930511474609375e+01,-5.277035522460937500e+01,-4.414529418945312500e+01,-4.745703125000000000e+01,-5.498297882080078125e+01,-4.976079559326171875e+01,-5.053470993041992188e+01,-5.670883941650390625e+01,-6.150498962402343750e+01,-5.550092697143554688e+01,-5.505311584472656250e+01,-6.185311889648437500e+01,-6.061725616455078125e+01,-5.840739822387695312e+01,-5.043294906616210938e+01
-3.091552352905273438e+01,-4.384136962890625000e+01,-4.965042495727539062e+01,-4.421900177001953125e+01,-4.524929809570312500e+01,-5.283002853393554688e+01,-4.782560729980468750e+01,-5.534756469726562500e+01,-6.078783035278320312e+01,-6.185311889648437500e+01,-5.996365356445312500e+01,-5.366542053222656250e+01,-6.185311889648437500e+01,-5.898384094238281250e+01,-6.185311889648437500e+01,-5.755358123779296875e+01,-6.169004058837890625e+01,-5.915912246704101562e+01,-5.883845901489257812e+01,-6.185311889648437500e+01,-5.691425323486328125e+01,-5.153484344482421875e+01,-5.141683197021484375e+01,-4.126804733276367188e+01,-4.002800750732421875e+01,-5.087857055664062500e+01,-6.185311889648437500e+01,-5.282025909423828125e+01,-5.146993255615234375e+01,-5.281528091430664062e+01,-5.777490234375000000e+01,-5.531581497192382812e+01,-4.345291519165039062e+01,-4.080799102783203125e+01,-4.912707901000976562e+01,-6.185311889648437500e+01,-5.741340637207031250e+01,-5.821695709228515625e+01,-5.761706542968750000e+01,-5.484718704223632812e+01,-5.123691940307617188e+01,-4.964971542358398438e+01,-5.741613769531250000e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.530263900756835938e+01,-5.988556671142578125e+01,-6.185311889648437500e+01,-6.040726470947265625e+01,-6.185311889648437500e+01,-4.881559753417968750e+01,-4.039145660400390625e+01,-3.683617782592773438e+01,-4.387628936767578125e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.079440689086914062e+01,-5.072299194335937500e+01,-6.133083724975585938e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.933407592773437500e+01,-4.939046859741210938e+01,-4.348159027099609375e+01,-4.880516815185546875e+01,-5.654076385498046875e+01,-5.113855361938476562e+01,-4.968080902099609375e+01,-5.465320587158203125e+01,-6.185311889648437500e+01,-5.515133285522460938e+01,-5.499562072753906250e+01,-6.185311889648437500e+01,-6.089608001708984375e+01,-5.726050567626953125e+01,-4.987369537353515625e+01
-2.995766830444335938e+01,-4.058479690551757812e+01,-4.273456192016601562e+01,-4.840490722656250000e+01,-4.327656173706054688e+01,-4.914371871948242188e+01,-4.474042510986328125e+01,-5.306081390380859375e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.586272811889648438e+01,-5.148152160644531250e+01,-5.753746414184570312e+01,-5.703239440917968750e+01,-6.185311889648437500e+01,-5.884177780151367188e+01,-5.944412994384765625e+01,-6.085411453247070312e+01,-5.675345993041992188e+01,-6.185311889648437500e+01,-5.570100402832031250e+01,-5.136242294311523438e+01,-4.848863601684570312e+01,-4.010726928710937500e+01,-3.974739456176757812e+01,-5.051684951782226562e+01,-6.185311889648437500e+01,-5.200091552734375000e+01,-4.963808059692382812e+01,-5.384560012817382812e+01,-6.185311889648437500e+01,-5.461893081665039062e+01,-4.318749237060546875e+01,-4.115053176879882812e+01,-4.994756317138671875e+01,-6.185311889648437500e+01,-5.589854431152343750e+01,-6.185311889648437500e+01,-5.575848388671875000e+01,-5.489010620117187500e+01,-5.299374389648437500e+01,-4.972252273559570312e+01,-5.606060791015625000e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.483672332763671875e+01,-5.758712387084960938e+01,-6.185311889648437500e+01,-5.783194732666015625e+01,-6.185311889648437500e+01,-4.867310333251953125e+01,-4.232062530517578125e+01,-3.716229248046875000e+01,-4.406192398071289062e+01,-6.185311889648437500e+01,-6.056191253662109375e+01,-5.123441696166992188e+01,-5.017235183715820312e+01,-5.765105438232421875e+01,-5.941114425659179688e+01,-6.173208618164062500e+01,-5.742265701293945312e+01,-4.715792846679687500e+01,-4.285285568237304688e+01,-5.012805557250976562e+01,-5.830520248413085938e+01,-5.266308593750000000e+01,-4.880292892456054688e+01,-5.347934722900390625e+01,-6.185311889648437500e+01,-5.430001831054687500e+01,-5.531005859375000000e+01,-6.185311889648437500e+01,-6.086209869384765625e+01,-5.709115982055664062e+01,-4.973452758789062500e+01
-2.897450637817382812e+01,-3.555710220336914062e+01,-3.796245956420898438e+01,-5.356674194335937500e+01,-4.042020416259765625e+01,-4.273881912231445312e+01,-4.171837615966796875e+01,-5.022412872314453125e+01,-6.185311889648437500e+01,-5.905144500732421875e+01,-5.229071044921875000e+01,-4.987442779541015625e+01,-5.401277160644531250e+01,-5.458077239990234375e+01,-6.185311889648437500e+01,-6.163610839843750000e+01,-5.709789657592773438e+01,-6.185311889648437500e+01,-5.428618621826171875e+01,-5.772129821777343750e+01,-5.466396713256835938e+01,-5.183241271972656250e+01,-4.649233245849609375e+01,-3.928261184692382812e+01,-3.942694091796875000e+01,-5.129148864746093750e+01,-6.048839187622070312e+01,-5.034984207153320312e+01,-4.838871002197265625e+01,-5.607007980346679688e+01,-6.185311889648437500e+01,-5.391410064697265625e+01,-4.342840576171875000e+01,-4.150843048095703125e+01,-5.084945678710937500e+01,-6.185311889648437500e+01,-5.433324813842773438e+01,-6.185311889648437500e+01,-5.434165954589843750e+01,-5.551353073120117188e+01,-5.529241943359375000e+01,-4.985494995117187500e+01,-5.607247924804687500e+01,-5.856086349487304688e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.423818206787109375e+01,-5.568375015258789062e+01,-6.185311889648437500e+01,-5.606809616088867188e+01,-5.982735061645507812e+01,-4.845432281494140625e+01,-4.461143112182617188e+01,-3.738278961181640625e+01,-4.476928710937500000e+01,-6.185311889648437500e+01,-5.879500579833984375e+01,-5.181142807006835938e+01,-5.029397583007812500e+01,-5.490068054199218750e+01,-5.566821289062500000e+01,-5.785160827636718750e+01,-5.486738586425781250e+01,-4.576414108276367188e+01,-4.237213897705078125e+01,-5.013080596923828125e+01,-5.890011596679687500e+01,-5.332170867919921875e+01,-4.812693023681640625e+01,-5.321395492553710938e+01,-5.925466156005859375e+01,-5.293674850463867188e+01,-5.582691192626953125e+01,-6.185311889648437500e+01,-5.996739196777343750e+01,-5.778411483764648438e+01,-5.013259124755859375e+01
-2.805907440185546875e+01,-3.165355873107910156e+01,-3.443082427978515625e+01,-4.284995651245117188e+01,-3.741526794433593750e+01,-3.830667114257812500e+01,-3.906048583984375000e+01,-4.693309783935546875e+01,-6.007785797119140625e+01,-5.323112106323242188e+01,-4.945270156860351562e+01,-4.905106353759765625e+01,-5.185020828247070312e+01,-5.216921997070312500e+01,-5.875381851196289062e+01,-6.185311889648437500e+01,-5.493572998046875000e+01,-6.185311889648437500e+01,-5.155175018310546875e+01,-5.329951477050781250e+01,-5.408815765380859375e+01,-5.297170257568359375e+01,-4.529042816162109375e+01,-3.886169815063476562e+01,-3.916940307617187500e+01,-5.262857055664062500e+01,-5.655354309082031250e+01,-4.814105987548828125e+01,-4.745146179199218750e+01,-6.103428268432617188e+01,-5.803220748901367188e+01,-5.306160354614257812e+01,-4.426965713500976562e+01,-4.180503463745117188e+01,-5.190681838989257812e+01,-6.185311889648437500e+01,-5.294870376586914062e+01,-5.960781097412109375e+01,-5.310849761962890625e+01,-5.710091018676757812e+01,-5.682675933837890625e+01,-4.983710479736328125e+01,-5.793365478515625000e+01,-5.525712585449218750e+01,-6.185311889648437500e+01,-6.185311889648437500e+01,-5.370006942749023438e+01,-5.450294494628906250e+01,-5.845071411132812500e+01,-5.535256195068359375e+01,-5.731821441650390625e+01,-4.821403121948242188e+01,-4.616759490966796875e+01,-3.742538070678710938e+01,-4.593852615356445312e+01,-5.962421798706054688e+01,-5.892021560668945312e+01,-5.211475753784179688e+01,-5.140808868408203125e+01,-5.285883331298828125e+01,-5.311519241333007812e+01,-5.482796478271484375e+01,-5.288081359863281250e+01,-4.512097930908203125e+01,-4.208976364135742188e+01,-4.855784606933593750e+01,-5.759247207641601562e+01,-5.245227050781250000e+01,-4.783435821533203125e+01,-5.390592575073242188e+01,-5.749679946899414062e+01,-5.140715026855468750e+01,-5.587060546875000000e+01,-6.185311889648437500e+01,-5.839916229248046875e+01,-5.911750793457031250e+01,-5.098534011840820312e+01
-2.727520370483398438e+01,-2.888067054748535156e+01,-3.180726051330566406e+01,-3.697560119628906250e+01,-3.474492645263671875e+01,-3.522378921508789062e+01,-3.689303207397460938e+01,-4.387355041503906250e+01,-5.199180984497070312e+01,-4.878372192382812500e+01,-4.721746063232421875e+01,-4.923582077026367188e+01,-5.048867797851562500e+01,-5.031145095825195312e+01,-5.643814849853515625e+01,-6.185311889648437500e+01,-5.315925598144531250e+01,-5.664885711669921875e+01,-4.881140899658203125e+01,-5.010996246337890625e+01,-5.376397705078125000e+01,-5.449728012084960938e+01,-4.478306579589843750e+01,-3.887890625000000000e+01,-3.909260559082031250e+01,-5.222964477539062500e+01,-5.319283294677734375e+01,-4.591253662109375000e+01,-4.657859039306640625e+01,-6.185311889648437500e+01,-5.401095962524414062e+01,-5.204222106933593750e+01,-4.567398834228515625e+01,-4.194093322753906250e+01,-5.318515777587890625e+01,-6.036646270751953125e+01,-5.186755752563476562e+01,-5.305393981933593750e+01,-5.176332092285156250e+01,-6.063339614868164062e+01,-5.441406250000000000e+01,-4.931296539306640625e+01,-6.185311889648437500e+01,-5.262902069091796875e+01,-5.910793304443359375e+01,-5.977877807617187500e+01,-5.341011810302734375e+01,-5.423966979980468750e+01,-5.506681060791015625e+01,-5.604205703735351562e+01,-5.598738098144531250e+01,-4.810750961303710938e+01,-4.543661499023437500e+01,-3.728515243530273438e+01,-4.688587951660156250e+01,-5.566107940673828125e+01,-6.185311889648437500e+01,-5.151508712768554688e+01,-5.396747207641601562e+01,-5.138412857055664062e+01,-5.144336318969726562e+01,-5.268875885009765625e+01,-5.156512832641601562e+01,-4.524417114257812500e+01,-4.199960708618164062e+01,-4.680301284790039062e+01,-5.568190765380859375e+01,-5.097590637207031250e+01,-4.807402801513671875e+01,-5.538662338256835938e+01,-5.659508132934570312e+01,-5.013078689575195312e+01,-5.491363906860351562e+01,-6.185311889648437500e+01,-5.701298141479492188e+01,-6.046586608886718750e+01,-5.177615356445312500e+01
-2.666270446777343750e+01,-2.701576423645019531e+01,-2.993463516235351562e+01,-3.337604904174804688e+01,-3.263213348388671875e+01,-3.309401702880859375e+01,-3.526058959960937500e+01,-4.145881271362304688e+01,-4.727163314819335938e+01,-4.556076431274414062e+01,-4.543006134033203125e+01,-5.085106277465820312e+01,-4.954262161254882812e+01,-4.928977203369140625e+01,-5.457551956176757812e+01,-6.100107192993164062e+01,-5.196678161621093750e+01,-5.185137939453125000e+01,-4.632987213134765625e+01,-4.780485153198242188e+01,-5.340939331054687500e+01,-5.534023666381835938e+01,-4.491436004638671875e+01,-3.934989166259765625e+01,-3.929496765136718750e+01,-4.955699157714843750e+01,-5.030265045166015625e+01,-4.402619171142578125e+01,-4.561235809326171875e+01,-5.859596252441406250e+01,-5.157341003417968750e+01,-5.087538909912109375e+01,-4.710253906250000000e+01,-4.181443786621093750e+01,-5.449660491943359375e+01,-5.776831054687500000e+01,-5.109649276733398438e+01,-4.918301391601562500e+01,-5.006291961669921875e+01,-6.185311889648437500e+01,-5.029704284667968750e+01,-4.806212997436523438e+01,-6.049784851074218750e+01,-5.068488311767578125e+01,-5.491667175292968750e+01,-5.499488067626953125e+01,-5.312657165527343750e+01,-5.488967514038085938e+01,-5.208272933959960938e+01,-5.909469985961914062e+01,-5.520954513549804688e+01,-4.838032150268554688e+01,-4.330440139770507812e+01,-3.703050231933593750e+01,-4.636119079589843750e+01,-5.217514038085937500e+01,-6.185311889648437500e+01,-4.981577301025390625e+01,-5.767022705078125000e+01,-5.040376281738281250e+01,-5.049745559692382812e+01,-5.141420364379882812e+01,-5.078479003906250000e+01,-4.623060226440429688e+01,-4.203887939453125000e+01,-4.572220611572265625e+01,-5.389819717407226562e+01,-4.981906890869140625e+01,-4.900592803955078125e+01,-5.622279357910156250e+01,-5.538121795654296875e+01,-4.938793182373046875e+01,-5.350181961059570312e+01,-6.185311889648437500e+01,-5.659687805175781250e+01,-6.013811111450195312e+01,-5.149301147460937500e+01
-2.624483489990234375e+01,-2.591540145874023438e+01,-2.873112678527832031e+01,-3.108183097839355469e+01,-3.115721893310546875e+01,-3.172450828552246094e+01,-3.417802810668945312e+01,-3.979831314086914062e+01,-4.422205352783203125e+01,-4.331064605712890625e+01,-4.396817016601562500e+01,-5.508553314208984375e+01,-4.866449356079101562e+01,-4.930709838867187500e+01,-5.277956008911132812e+01,-5.655760955810546875e+01,-5.156161880493164062e+01,-4.836841583251953125e+01,-4.426779174804687500e+01,-4.615372467041015625e+01,-5.311743164062500000e+01,-5.449773788452148438e+01,-4.568008804321289062e+01,-4.026169586181640625e+01,-3.983442687988281250e+01,-4.709065246582031250e+01,-4.792155456542968750e+01,-4.265083312988281250e+01,-4.456672668457031250e+01,-5.283288574218750000e+01,-5.022901916503906250e+01,-4.965164184570312500e+01,-4.710704040527343750e+01,-4.136825180053710938e+01,-5.488720703125000000e+01,-5.705263519287109375e+01,-5.050575256347656250e+01,-4.669360351562500000e+01,-4.806027221679687500e+01,-5.613289642333984375e+01,-4.684098052978515625e+01,-4.630622863769531250e+01,-5.369402313232421875e+01,-4.945428466796875000e+01,-5.213079833984375000e+01,-5.087215805053710938e+01,-5.191549301147460938e+01,-5.524164199829101562e+01,-4.947809600830078125e+01,-6.185311889648437500e+01,-5.450859832763671875e+01,-4.933433151245117188e+01,-4.116516113281250000e+01,-3.676900482177734375e+01,-4.465156173706054688e+01,-4.913024139404296875e+01,-5.379649353027343750e+01,-4.752024841308593750e+01,-5.569506835937500000e+01,-4.990482711791992188e+01,-5.017923736572265625e+01,-5.101463317871093750e+01,-5.039577865600585938e+01,-4.822887802124023438e+01,-4.208595657348632812e+01,-4.561938476562500000e+01,-5.218307113647460938e+01,-4.933219909667968750e+01,-5.087948608398437500e+01,-5.444903564453125000e+01,-5.283893966674804688e+01,-4.927919769287109375e+01,-5.236065673828125000e+01,-6.138676071166992188e+01,-5.811888122558593750e+01,-5.728205871582031250e+01,-4.997551345825195312e+01
